IdZonaNC;NombreDepartamento;NombreMunicipio;Anio;Mes;EnergiaActiva;EnergiaReactiva;DiaDemandaMaxima;PotenciaMaxima;FechaDemandaMaxima;PromedioDiarioHoras
1179;cauca;puerto arica;2024;junio;9158.0;4037.0;27;4334.0;27/06/2024;9.22
1180;cauca;puerto arica;2024;junio;1252.0;6833.0;6;5459.0;6/12/2024;9.36
1181;cauca;puerto santander;2024;junio;3571.0;875.0;22;22.0;22/06/2024;7.26
1182;cauca;puerto santander;2024;junio;5703.0;4209.0;6;2976.0;6/07/2024;7.5
1183;cauca;puerto santander;2024;junio;2593.0;1121.0;6;3655.0;6/12/2024;2.56
1184;cauca;puerto santander;2024;junio;6642.0;4607.0;6;3535.0;6/12/2024;7.38
1185;cauca;puerto santander;2024;junio;3387.0;1002.0;6;202.0;6/02/2024;7.04
1241;cauca;puerto arica;2023;junio;8458.0;4019.0;6;4373.0;6/08/2023;9.08
1242;cauca;puerto arica;2023;junio;1192.0;6346.0;15;5786.0;15/06/2023;9.05
1243;cauca;puerto santander;2023;junio;3383.0;968.0;6;2605.0;6/09/2023;6.08
1244;cauca;puerto santander;2023;junio;6007.0;4124.0;14;3008.0;14/06/2023;7.5
1245;cauca;puerto santander;2023;junio;3586.0;1625.0;25;3816.0;25/06/2023;3.49
1246;cauca;puerto santander;2023;junio;35079.0;12066.0;15;17406.0;15/06/2023;8.05
1247;cauca;puerto santander;2023;junio;3223.0;1356.0;6;2246.0;6/01/2023;6.11
1283;cauca;puerto santander;2022;junio;4233.0;1293.0;6;279.0;6/09/2022;6.4
1284;cauca;puerto santander;2022;junio;2433.0;916.0;6;261.0;6/11/2022;3.87
1285;cauca;puerto santander;2022;junio;6034.0;4499.0;6;317.0;6/07/2022;7.7
1286;cauca;puerto arica;2022;junio;7833.0;3788.0;6;35.0;6/01/2022;9.82
1287;cauca;puerto santander;2022;junio;7685.0;158.0;6;41.0;6/01/2022;7.43
1288;cauca;puerto santander;2022;junio;27313.0;13763.0;6;1691.0;6/08/2022;6.45
1289;cauca;puerto arica;2022;junio;11513.0;552.0;6;49.0;6/08/2022;9.55
1290;cauca;puerto santander;2022;junio;12224.0;5201.0;6;701.0;6/08/2022;7.38
1291;cauca;puerto santander;2022;junio;3959.0;2173.0;6;25.0;6/04/2022;6.73
1329;cauca;puerto arica;2021;junio;8067.0;3358.0;25;3603.0;25/06/2021;9.44
1330;cauca;puerto arica;2021;junio;11594.0;5021.0;6;511.0;6/12/2021;9.57
1331;cauca;puerto santander;2021;junio;4179.0;1136.0;28;2846.0;28/06/2021;5.58
1332;cauca;puerto santander;2021;junio;4504.0;1712.0;6;3616.0;6/03/2021;5.06
1333;cauca;puerto santander;2021;junio;7137.0;4191.0;30;3388.0;30/06/2021;8.21
1334;cauca;puerto santander;2021;junio;3521.0;682.0;6;4654.0;6/05/2021;3.03
1335;cauca;puerto santander;2021;junio;15392.0;5516.0;13;16685.0;13/06/2021;4.53
1336;cauca;puerto santander;2021;junio;7047.0;4288.0;20;4094.0;20/06/2021;6.51
1337;cauca;puerto santander;2021;junio;10462.0;4312.0;19;665.0;19/06/2021;6.37
1353;cauca;puerto santander;2020;junio;3453.0;615.0;6;2531.0;6/11/2020;3.06
1354;cauca;puerto santander;2020;junio;6797.0;2029.0;6;4064.0;6/07/2020;6.22
1355;cauca;puerto santander;2020;junio;6029.0;3486.0;23;3316.0;23/06/2020;5.32
1356;cauca;puerto santander;2020;junio;27081.0;9553.0;22;16438.0;22/06/2020;6.29
1357;cauca;puerto santander;2020;junio;7795.0;4715.0;27;4572.0;27/06/2020;18.14
1358;cauca;puerto santander;2020;junio;11476.0;4268.0;26;752.0;26/06/2020;19.07
1386;cauca;puerto arica;2024;julio;4288.0;1882.0;7;4528.0;7/05/2024;4.08
1387;cauca;puerto arica;2024;julio;11284.0;6147.0;26;5581.0;26/07/2024;8.23
1388;cauca;puerto santander;2024;julio;4464.0;1154.0;21;2222.0;21/07/2024;8.35
1389;cauca;puerto santander;2024;julio;5913.0;4186.0;7;2988.0;7/11/2024;7.45
1390;cauca;puerto santander;2024;julio;6046.0;4222.0;15;3458.0;15/07/2024;6.49
1391;cauca;puerto santander;2024;julio;3295.0;1109.0;22;198.0;22/07/2024;6.32
1424;cauca;puerto arica;2023;julio;8512.0;4005.0;7;4589.0;7/05/2023;8.48
1425;cauca;puerto santander;2023;julio;3544.0;1015.0;30;2798.0;30/07/2023;5.56
1426;cauca;puerto santander;2023;julio;5691.0;3826.0;24;3072.0;24/07/2023;7.05
1427;cauca;puerto santander;2023;julio;29833.0;10248.0;19;18216.0;19/07/2023;6.2
1428;cauca;puerto santander;2023;julio;3236.0;1284.0;23;2011.0;23/07/2023;5.58
1484;cauca;puerto arica;2022;julio;7463.0;362385.0;23;322.0;23/07/2022;9.83
1485;cauca;puerto arica;2022;julio;12538.0;630998.0;29;5276.0;29/07/2022;9.52
1512;cauca;puerto arica;2021;julio;8397.0;3349.0;7;3581.0;7/02/2021;9.33
1513;cauca;puerto arica;2021;julio;11919.0;5301.0;21;4877.0;21/07/2021;9.46
1514;cauca;puerto santander;2021;julio;5521.0;2254.0;15;3382.0;15/07/2021;6.25
1515;cauca;puerto santander;2021;julio;7378.0;4256.0;7;3484.0;7/10/2021;8.03
1516;cauca;puerto santander;2021;julio;8936.0;1727.0;17;4687.0;17/07/2021;7.14
1517;cauca;puerto santander;2021;julio;26959.0;9298.0;28;17213.0;28/07/2021;5.54
1518;cauca;puerto santander;2021;julio;7033.0;4386.0;27;4025.0;27/07/2021;6.36
1519;cauca;puerto santander;2021;julio;15828.0;6815.0;15;6797.0;15/07/2021;9.28
1520;cauca;puerto santander;2021;julio;4556.0;2748.0;13;2566.0;13/07/2021;7.6
1564;cauca;puerto santander;2020;julio;3782.0;677.0;27;2573.0;27/07/2020;5.42
1565;cauca;puerto santander;2020;julio;5552.0;1629.0;31;4285.0;31/07/2020;5.22
1566;cauca;puerto santander;2020;julio;6571.0;3869.0;7;3288.0;7/04/2020;7.3
1567;cauca;puerto santander;2020;julio;17267.0;6008.0;31;15946.0;31/07/2020;4.05
1568;cauca;puerto santander;2020;julio;7591.0;4519.0;7;4577.0;7/06/2020;6.06
1569;cauca;puerto santander;2020;julio;13196.0;4908.0;7;7654.0;7/07/2020;7.09
1615;cauca;puerto arica;2023;agosto;8101.0;3921.0;20;5033.0;20/08/2023;8.24
1616;cauca;puerto arica;2023;agosto;11007.0;6047.0;8;5781.0;8/02/2023;8.06
1617;cauca;puerto santander;2023;agosto;3707.0;1081.0;8;2448.0;8/09/2023;6.18
1618;cauca;puerto santander;2023;agosto;6201.0;4364.0;8;2992.0;8/10/2023;7.56
1619;cauca;puerto santander;2023;agosto;38598.0;13508.0;30;1767.0;30/08/2023;8.55
1620;cauca;puerto santander;2023;agosto;3266.0;1302.0;28;2006.0;28/08/2023;6.09
1657;cauca;puerto santander;2022;agosto;3933.0;1223.0;8;2776.0;8/10/2022;5.8
1658;cauca;puerto santander;2022;agosto;4164.0;1612.0;21;2586.0;21/08/2022;6.27
1659;cauca;puerto santander;2022;agosto;6096.0;4624.0;30;3232.0;30/08/2022;7.57
1660;cauca;puerto arica;2022;agosto;8342.0;4122.0;13;352.0;13/08/2022;9.91
1661;cauca;puerto santander;2022;agosto;7845.0;1684.0;8;4253.0;8/04/2022;7.26
1662;cauca;puerto santander;2022;agosto;25892.0;8761.0;8;16562.0;8/04/2022;6.15
1663;cauca;puerto arica;2022;agosto;8285.0;3879.0;30;5542.0;30/08/2022;5.9
1664;cauca;puerto santander;2022;agosto;3966.0;2112.0;20;271.0;20/08/2022;6.23
1705;cauca;puerto arica;2021;agosto;895.0;3734.0;21;3747.0;21/08/2021;10.0
1706;cauca;puerto arica;2021;agosto;11744.0;5105.0;8;4805.0;8/06/2021;9.38
1707;cauca;puerto santander;2021;agosto;4619.0;1957.0;19;321.0;19/08/2021;5.28
1708;cauca;puerto santander;2021;agosto;6831.0;4015.0;8;3508.0;8/06/2021;7.42
1709;cauca;puerto santander;2021;agosto;7907.0;5353.0;8;3828.0;8/09/2021;8.04
1710;cauca;puerto santander;2021;agosto;16142.0;6865.0;8;6982.0;8/02/2021;9.42
1711;cauca;puerto santander;2021;agosto;5031.0;3.0;28;2527.0;28/08/2021;8.1
1758;cauca;puerto arica;2020;agosto;7673.0;1901.0;15;6496.0;15/08/2020;4.44
1759;cauca;puerto arica;2020;agosto;6968.0;2096.0;25;6008.0;25/08/2020;4.22
1760;cauca;puerto santander;2020;agosto;6453.0;1874.0;21;4342.0;21/08/2020;5.34
1761;cauca;puerto santander;2020;agosto;6472.0;3828.0;8;3304.0;8/02/2020;7.24
1762;cauca;puerto santander;2020;agosto;30048.0;10061.0;8;16579.0;8/06/2020;6.42
1763;cauca;puerto santander;2020;agosto;8643.0;6674.0;8;4812.0;8/09/2020;6.55
1764;cauca;puerto santander;2020;agosto;14731.0;5656.0;8;7366.0;8/08/2020;8.2
1765;cauca;puerto santander;2020;agosto;0.0;0.0;31;0.0;31/08/2020;0.0
1812;cauca;puerto santander;2024;agosto;4263.0;1102.0;22;2242.0;22/08/2024;8.14
1813;cauca;puerto santander;2024;agosto;4947.0;1947.0;14;297.0;14/08/2024;6.25
1814;cauca;puerto santander;2024;agosto;5571.0;3951.0;13;2912.0;13/08/2024;7.21
1815;cauca;puerto arica;2024;agosto;9881.0;5449.0;8;5526.0;8/03/2024;7.33
1816;cauca;puerto santander;2024;agosto;5736.0;4008.0;29;3566.0;29/08/2024;6.23
1817;cauca;puerto santander;2024;agosto;3668.0;1243.0;29;2134.0;29/08/2024;7.01
1857;cauca;puerto arica;2023;septiembre;8078.0;3861.0;9;4124.0;9/01/2023;8.52
1858;cauca;puerto arica;2023;septiembre;10067.0;554.0;9;5709.0;9/10/2023;7.47
1859;cauca;puerto santander;2023;septiembre;3824.0;1089.0;9;2416.0;9/05/2023;7.01
1860;cauca;puerto santander;2023;septiembre;6311.0;4448.0;9;3072.0;9/12/2023;8.16
1861;cauca;puerto santander;2023;septiembre;34702.0;11795.0;9;18832.0;9/09/2023;7.38
1862;cauca;puerto santander;2023;septiembre;4668.0;1823.0;28;2021.0;28/09/2023;9.01
1895;cauca;puerto arica;2022;septiembre;4939.0;2278.0;23;4362.0;23/09/2022;5.42
1896;cauca;puerto arica;2022;septiembre;3796.0;1746.0;17;5698.0;17/09/2022;2.86
1897;cauca;puerto santander;2022;septiembre;6482.0;47.0;28;34.0;28/09/2022;8.15
1898;cauca;puerto santander;2022;septiembre;5128.0;2588.0;25;2434.0;25/09/2022;8.88
1899;cauca;puerto santander;2022;septiembre;2769.0;994.0;9;3824.0;9/09/2022;4.22
1900;cauca;puerto santander;2022;septiembre;28143.0;9247.0;21;16896.0;21/09/2022;6.76
1901;cauca;puerto santander;2022;septiembre;7533.0;161.0;28;4097.0;28/09/2022;7.26
1935;cauca;puerto arica;2021;septiembre;7729.0;3452.0;9;5897.0;9/02/2021;9.19
1936;cauca;puerto arica;2021;septiembre;8896.0;3861.0;15;4733.0;15/09/2021;7.42
1937;cauca;puerto santander;2021;septiembre;38.0;6.0;9;1456.0;9/09/2021;0.06
1938;cauca;puerto santander;2021;septiembre;5737.0;2711.0;9;3178.0;9/06/2021;7.41
1939;cauca;puerto santander;2021;septiembre;7108.0;4204.0;22;3368.0;22/09/2021;8.3
1940;cauca;puerto santander;2021;septiembre;7793.0;54.0;18;3852.0;18/09/2021;8.03
1941;cauca;puerto santander;2021;septiembre;14985.0;647.0;9;6554.0;9/02/2021;9.23
1942;cauca;puerto santander;2021;septiembre;5154.0;3102.0;9;2717.0;9/07/2021;8.36
1990;cauca;puerto arica;2020;septiembre;862.0;2316.0;19;6668.0;19/09/2020;5.09
1991;cauca;puerto arica;2020;septiembre;7557.0;2221.0;18;603.0;18/09/2020;4.57
1992;cauca;puerto santander;2020;septiembre;6256.0;1854.0;9;4285.0;9/12/2020;5.53
1993;cauca;puerto santander;2020;septiembre;7097.0;4126.0;19;3432.0;19/09/2020;8.21
1994;cauca;puerto santander;2020;septiembre;30537.0;10417.0;9;16562.0;9/01/2020;7.14
1995;cauca;puerto santander;2020;septiembre;9095.0;5522.0;9;439.0;9/05/2020;8.28
1996;cauca;puerto santander;2020;septiembre;16093.0;6275.0;22;7098.0;22/09/2020;9.2
1997;cauca;puerto santander;2020;septiembre;245.0;84.0;9;27.0;9/05/2020;0.28
2053;cauca;puerto arica;2024;septiembre;8446.0;3448.0;9;3974.0;9/09/2024;9.38
2054;cauca;puerto arica;2024;septiembre;11403.0;6256.0;26;5393.0;26/09/2024;8.97
2055;cauca;puerto santander;2024;septiembre;4378.0;1109.0;21;2149.0;21/09/2024;8.51
2056;cauca;puerto santander;2024;septiembre;4963.0;1932.0;13;304.0;13/09/2024;6.38
2057;cauca;puerto santander;2024;septiembre;6188.0;466.0;23;3032.0;23/09/2024;8.88
2058;cauca;puerto santander;2024;septiembre;5782.0;3786.0;9;3557.0;9/02/2024;6.61
2059;cauca;puerto santander;2024;septiembre;4213.0;1343.0;9;2371.0;9/07/2024;7.94
2089;cauca;puerto santander;2023;octubre;4173.0;1126.0;10;2488.0;10/11/2023;7.0
2090;cauca;puerto santander;2023;octubre;4718.0;1837.0;31;2925.0;31/10/2023;6.21
2091;cauca;puerto santander;2023;octubre;6391.0;4618.0;19;304.0;19/10/2023;8.13
2092;cauca;puerto santander;2023;octubre;1184.0;509.0;15;3509.0;15/10/2023;1.18
2093;cauca;puerto santander;2023;octubre;36433.0;12356.0;14;18304.0;14/10/2023;8.11
2094;cauca;puerto santander;2023;octubre;6085.0;4542.0;14;3343.0;14/10/2023;7.15
2095;cauca;puerto santander;2023;octubre;2538.0;1245.0;17;2414.0;17/10/2023;4.23
2145;cauca;puerto arica;2022;octubre;7362.0;3457.0;29;3985.0;29/10/2022;7.52
2146;cauca;puerto arica;2022;octubre;10254.0;5126.0;10;5493.0;10/06/2022;7.46
2147;cauca;puerto santander;2022;octubre;3407.0;1172.0;10;2742.0;10/05/2022;5.01
2148;cauca;puerto santander;2022;octubre;5947.0;4157.0;17;33.0;17/10/2022;6.55
2149;cauca;puerto santander;2022;octubre;7537.0;1691.0;10;409.0;10/03/2022;7.03
2150;cauca;puerto santander;2022;octubre;28512.0;9307.0;28;17371.0;28/10/2022;6.19
2151;cauca;puerto santander;2022;octubre;3762.0;1849.0;23;246.0;23/10/2022;6.04
2180;cauca;puerto arica;2021;octubre;8323.0;3782.0;22;3647.0;22/10/2021;9.35
2181;cauca;puerto arica;2021;octubre;10113.0;421.0;17;4744.0;17/10/2021;8.35
2182;cauca;puerto santander;2021;octubre;2967.0;694.0;17;2954.0;17/10/2021;4.1
2183;cauca;puerto santander;2021;octubre;5093.0;2472.0;30;3414.0;30/10/2021;5.57
2184;cauca;puerto santander;2021;octubre;546.0;3118.0;28;3464.0;28/10/2021;5.56
2185;cauca;puerto santander;2021;octubre;7706.0;541.0;27;3746.0;27/10/2021;7.47
2186;cauca;puerto santander;2021;octubre;9591.0;3958.0;15;7558.0;15/10/2021;5.3
2187;cauca;puerto santander;2021;octubre;4002.0;2418.0;10;2256.0;10/02/2021;6.49
2232;cauca;puerto arica;2020;octubre;7396.0;2067.0;18;6662.0;18/10/2020;4.22
2233;cauca;puerto arica;2020;octubre;9006.0;2771.0;10;6058.0;10/10/2020;5.46
2234;cauca;puerto santander;2020;octubre;1752.0;315.0;30;279.0;30/10/2020;2.4
2235;cauca;puerto santander;2020;octubre;4843.0;1415.0;27;4218.0;27/10/2020;4.28
2236;cauca;puerto santander;2020;octubre;6085.0;3449.0;31;3392.0;31/10/2020;6.45
2237;cauca;puerto santander;2020;octubre;30969.0;10513.0;14;16667.0;14/10/2020;7.7
2238;cauca;puerto santander;2020;octubre;919.0;5461.0;28;4531.0;28/10/2020;7.57
2239;cauca;puerto santander;2020;octubre;17565.0;6885.0;10;7776.0;10/06/2020;9.39
2297;cauca;puerto arica;2024;octubre;10491.0;5719.0;29;5565.0;29/10/2024;7.94
2298;cauca;puerto santander;2024;octubre;4237.0;1.0;26;2355.0;26/10/2024;7.21
2299;cauca;puerto santander;2024;octubre;4853.0;1895.0;30;3229.0;30/10/2024;6.09
2300;cauca;puerto santander;2024;octubre;5319.0;3342.0;30;3526.0;30/10/2024;5.98
2301;cauca;puerto santander;2024;octubre;2838.0;867.0;27;2239.0;27/10/2024;4.93
2332;cauca;puerto arica;2023;noviembre;8474.0;3841.0;19;638.0;19/11/2023;8.59
2333;cauca;puerto arica;2023;noviembre;7662.0;4213.0;11;5271.0;11/08/2023;5.58
2334;cauca;puerto santander;2023;noviembre;3756.0;1053.0;25;2496.0;25/11/2023;6.22
2335;cauca;puerto santander;2023;noviembre;517.0;2038.0;13;2915.0;13/11/2023;7.23
2336;cauca;puerto santander;2023;noviembre;5854.0;4181.0;11;3036.0;11/07/2023;7.39
2337;cauca;puerto santander;2023;noviembre;5402.0;25.0;17;402.0;17/11/2023;5.55
2338;cauca;puerto santander;2023;noviembre;34122.0;11594.0;11;17494.0;11/01/2023;7.46
2339;cauca;puerto santander;2023;noviembre;5485.0;3821.0;18;3545.0;18/11/2023;6.15
2340;cauca;puerto santander;2023;noviembre;224.0;649.0;24;2117.0;24/11/2023;4.25
2387;cauca;puerto arica;2022;noviembre;802.0;3832.0;29;3863.0;29/11/2022;8.59
2388;cauca;puerto arica;2022;noviembre;10155.0;5023.0;24;5471.0;24/11/2022;7.46
2389;cauca;puerto santander;2022;noviembre;4483.0;1304.0;11;2718.0;11/05/2022;7.0
2390;cauca;puerto santander;2022;noviembre;5969.0;4122.0;22;328.0;22/11/2022;7.02
2391;cauca;puerto santander;2022;noviembre;8223.0;1835.0;11;3816.0;11/03/2022;8.37
2392;cauca;puerto santander;2022;noviembre;34981.0;11388.0;14;17952.0;14/11/2022;8.13
2393;cauca;puerto santander;2022;noviembre;3772.0;1905.0;11;2412.0;11/07/2022;6.21
2423;cauca;puerto arica;2021;noviembre;8593.0;3789.0;11;4118.0;11/09/2021;9.42
2424;cauca;puerto arica;2021;noviembre;9404.0;3897.0;21;4589.0;21/11/2021;9.11
2425;cauca;puerto santander;2021;noviembre;4588.0;1137.0;14;2946.0;14/11/2021;6.39
2426;cauca;puerto santander;2021;noviembre;5405.0;2678.0;30;3379.0;30/11/2021;6.35
2427;cauca;puerto santander;2021;noviembre;6493.0;3956.0;28;3516.0;28/11/2021;7.19
2428;cauca;puerto santander;2021;noviembre;7362.0;4794.0;13;3835.0;13/11/2021;7.21
2429;cauca;puerto santander;2021;noviembre;12559.0;499.0;27;695.0;27/11/2021;7.18
2430;cauca;puerto santander;2021;noviembre;3804.0;2234.0;11;2357.0;11/02/2021;6.27
2475;cauca;puerto arica;2020;noviembre;10569.0;246.0;11;7189.0;11/02/2020;7.08
2476;cauca;puerto arica;2020;noviembre;11806.0;3931.0;14;5759.0;14/11/2020;8.25
2477;cauca;puerto santander;2020;noviembre;404.0;888.0;11;2782.0;11/05/2020;5.53
2478;cauca;puerto santander;2020;noviembre;6772.0;2157.0;11;409.0;11/07/2020;6.39
2479;cauca;puerto santander;2020;noviembre;6842.0;3913.0;21;338.0;21/11/2020;8.0
2480;cauca;puerto santander;2020;noviembre;11866.0;4085.0;11;17019.0;11/01/2020;2.51
2481;cauca;puerto santander;2020;noviembre;679.0;3908.0;11;4447.0;11/10/2020;5.56
2482;cauca;puerto santander;2020;noviembre;16222.0;6453.0;21;7494.0;21/11/2020;9.24
2544;cauca;puerto arica;2024;noviembre;11343.0;6343.0;20;5343.0;20/11/2024;9.03
2545;cauca;puerto santander;2024;noviembre;4732.0;1158.0;24;2317.0;24/11/2024;8.34
2546;cauca;puerto santander;2024;noviembre;5732.0;2281.0;11;3187.0;11/01/2024;7.53
2547;cauca;puerto santander;2024;noviembre;6389.0;4097.0;11;3437.0;11/01/2024;7.73
2548;cauca;puerto santander;2024;noviembre;3336.0;1057.0;21;2196.0;21/11/2024;6.12
2577;cauca;puerto arica;2023;diciembre;9215.0;4133.0;24;4152.0;24/12/2023;9.39
2578;cauca;puerto arica;2023;diciembre;11779.0;6664.0;12;5249.0;12/05/2023;9.1
2579;cauca;puerto santander;2023;diciembre;433.0;1276.0;12;2534.0;12/02/2023;7.11
2580;cauca;puerto santander;2023;diciembre;4824.0;1952.0;30;4051.0;30/12/2023;6.68
2581;cauca;puerto santander;2023;diciembre;6198.0;4496.0;15;304.0;15/12/2023;8.11
2582;cauca;puerto santander;2023;diciembre;7459.0;3409.0;16;3691.0;16/12/2023;7.56
2583;cauca;puerto santander;2023;diciembre;27403.0;9243.0;24;18286.0;24/12/2023;6.15
2584;cauca;puerto santander;2023;diciembre;7195.0;4792.0;15;3854.0;15/12/2023;38.54
2585;cauca;puerto santander;2023;diciembre;3561.0;106.0;12;203.0;12/02/2023;7.57
2647;cauca;puerto arica;2022;diciembre;9289.0;4384.0;12;4395.0;12/03/2022;9.42
2648;cauca;puerto arica;2022;diciembre;11961.0;6086.0;12;5648.0;12/03/2022;9.0
2649;cauca;puerto santander;2022;diciembre;5295.0;1597.0;15;2651.0;15/12/2022;8.36
2650;cauca;puerto santander;2022;diciembre;6358.0;4518.0;12;3156.0;12/11/2022;7.45
2651;cauca;puerto santander;2022;diciembre;8548.0;2037.0;20;3482.0;20/12/2022;9.22
2652;cauca;puerto santander;2022;diciembre;37954.0;12813.0;23;16949.0;23/12/2022;9.47
2653;cauca;puerto santander;2022;diciembre;4407.0;2236.0;12;2258.0;12/07/2022;8.06
2679;cauca;puerto arica;2021;diciembre;8928.0;3931.0;30;3891.0;30/12/2021;10.0
2680;cauca;puerto arica;2021;diciembre;12223.0;4838.0;30;495.0;30/12/2021;10.21
2681;cauca;puerto santander;2021;diciembre;4535.0;1071.0;12;3246.0;12/07/2021;6.19
2682;cauca;puerto santander;2021;diciembre;519.0;2822.0;12;3309.0;12/09/2021;6.21
2683;cauca;puerto santander;2021;diciembre;6959.0;46.0;12;3492.0;12/08/2021;8.02
2684;cauca;puerto santander;2021;diciembre;8236.0;1602.0;12;4445.0;12/07/2021;7.1
2685;cauca;puerto santander;2021;diciembre;17508.0;8514.0;31;14696.0;31/12/2021;4.47
2686;cauca;puerto santander;2021;diciembre;9283.0;6251.0;30;3936.0;30/12/2021;9.33
2687;cauca;puerto santander;2021;diciembre;12877.0;5113.0;31;7405.0;31/12/2021;7.29
2688;cauca;puerto santander;2021;diciembre;3994.0;25.0;12;222.0;12/01/2021;7.35
2734;cauca;puerto arica;2020;diciembre;11455.0;2809.0;31;5437.0;31/12/2020;8.38
2735;cauca;puerto arica;2020;diciembre;12143.0;409.0;12;6463.0;12/09/2020;7.45
2736;cauca;puerto santander;2020;diciembre;4584.0;1092.0;31;2738.0;31/12/2020;6.59
2737;cauca;puerto santander;2020;diciembre;7629.0;4343.0;12;3236.0;12/05/2020;9.7
2738;cauca;puerto santander;2020;diciembre;33577.0;11703.0;24;16333.0;24/12/2020;7.5
2739;cauca;puerto santander;2020;diciembre;8763.0;5126.0;31;4447.0;31/12/2020;7.32
2740;cauca;puerto santander;2020;diciembre;17433.0;6834.0;30;7853.0;30/12/2020;9.41
2797;cauca;puerto arica;2024;diciembre;11803.0;6563.0;12;5725.0;12/02/2024;8.9
2798;cauca;puerto santander;2024;diciembre;3271.0;368.0;12;2168.0;12/06/2024;7.35
2799;cauca;puerto santander;2024;diciembre;527.0;21.0;12;3149.0;12/12/2024;6.9
2800;cauca;puerto santander;2024;diciembre;7197.0;4144.0;12;3557.0;12/10/2024;8.05
2801;cauca;puerto santander;2024;diciembre;3581.0;1206.0;12;204.0;12/02/2024;7.43
56;chocó;caldas;2024;enero;648455.0;19227.0;25;159298.0;25/01/2024;18.45
57;chocó;caldas;2024;enero;0.0;0.0;1;0.0;1/01/2024;0.0
58;chocó;caldas;2024;enero;1663.0;7375.0;1;9446.0;1/05/2024;8.21
59;chocó;campamento;2024;enero;5462.0;18968.0;23;1239.0;23/01/2024;23.52
60;chocó;campamento;2024;enero;684.0;103.0;28;539.0;28/01/2024;5.04
61;chocó;cañasgordas;2024;enero;876676.0;274747.0;16;16764.0;16/01/2024;23.47
62;chocó;cañasgordas;2024;enero;74924.0;23948.0;22;15846.0;22/01/2024;23.55
63;chocó;cañasgordas;2024;enero;199559.0;72523.0;16;38148.0;16/01/2024;23.31
64;chocó;carepa;2024;enero;1148.0;357.0;24;741.0;24/01/2024;8.36
65;chocó;carepa;2024;enero;247062.0;98417.0;31;48629.0;31/01/2024;22.29
66;chocó;carepa;2024;enero;639.0;2224.0;13;4636.0;13/01/2024;6.33
67;chocó;carepa;2024;enero;62.0;2346.0;26;303.0;26/01/2024;8.28
68;chocó;caucasia;2024;enero;3442.0;106.0;17;1772.0;17/01/2024;7.2
69;chocó;caucasia;2024;enero;2547.0;4539.0;14;1069.0;14/01/2024;10.15
70;chocó;caucasia;2024;enero;88631.0;43871.0;28;24737.0;28/01/2024;15.43
71;chocó;ebéjico;2024;enero;2581.0;1481.0;28;1243.0;28/01/2024;8.39
72;chocó;ebéjico;2024;enero;1358.0;519.0;1;635.0;1/07/2024;3.39
73;chocó;cisneros;2024;enero;722.0;3588.0;25;60.0;25/01/2024;5.22
74;chocó;cisneros;2024;enero;0.0;0.0;23;17.0;23/01/2024;0.0
75;chocó;entrerrios;2024;enero;2028.0;431.0;29;1686.0;29/01/2024;4.43
76;chocó;cocorná;2024;enero;939.0;356.0;1;533.0;1/02/2024;7.15
77;chocó;concepción;2024;enero;5787.0;2158.0;1;4766.0;1/03/2024;5.04
78;chocó;concordia;2024;enero;689.0;264.0;16;395.0;16/01/2024;4.39
79;chocó;copacabana;2024;enero;26737.0;10445.0;27;9178.0;27/01/2024;12.18
80;chocó;copacabana;2024;enero;17639.0;4068.0;1;9029.0;1/08/2024;8.36
81;chocó;copacabana;2024;enero;480145.0;158137.0;26;95674.0;26/01/2024;22.09
110;chocó;caldas;2023;enero;631527.0;201731.0;28;125787.0;28/01/2023;23.24
111;chocó;caldas;2023;enero;27055.0;9744.0;1;13694.0;1/07/2023;9.19
112;chocó;caucasia;2023;enero;2467.0;841.0;1;1779.0;1/09/2023;5.42
113;chocó;caucasia;2023;enero;59896.0;35133.0;18;18097.0;18/01/2023;19.08
114;chocó;ebéjico;2023;enero;1792.0;267.0;24;1019.0;24/01/2023;6.19
115;chocó;gómez plata;2023;enero;166004.0;6935.0;30;30256.0;30/01/2023;23.45
116;chocó;entrerrios;2023;enero;1043.0;201.0;1;639.0;1/08/2023;6.55
117;chocó;entrerrios;2023;enero;0.0;0.0;1;0.0;1/01/2023;0.0
118;chocó;cocorná;2023;enero;6151.0;1683.0;1;1138.0;1/02/2023;21.02
119;chocó;cocorná;2023;enero;18367.0;7963.0;24;6302.0;24/01/2023;13.17
120;chocó;concepción;2023;enero;885.0;3337.0;25;456.0;25/01/2023;8.15
121;chocó;concordia;2023;enero;60.0;31.0;1;507.0;1/01/2023;0.25
122;chocó;concordia;2023;enero;0.0;0.0;1;0.0;1/01/2023;0.0
123;chocó;copacabana;2023;enero;21446.0;832.0;1;8281.0;1/07/2023;11.07
124;chocó;copacabana;2023;enero;16014.0;3835.0;1;8914.0;1/06/2023;8.26
125;chocó;copacabana;2023;enero;402169.0;139811.0;31;79622.0;31/01/2023;22.21
152;chocó;caldas;2022;enero;560845.0;210349.0;1;110774.0;1/02/2022;21.7
153;chocó;caldas;2022;enero;10598.0;3551.0;1;8482.0;1/05/2022;5.48
154;chocó;caucasia;2022;enero;60799.0;34401.0;26;16764.0;26/01/2022;22.45
155;chocó;gómez plata;2022;enero;16483.0;72505.0;20;31888.0;20/01/2022;23.47
156;chocó;cocorná;2022;enero;6776.0;1851.0;1;1134.0;1/08/2022;23.46
